1000000;Montevideo;84
1000001;Montevideo;83
1000002;Montevideo;84
1000003;Montevideo;84
1000004;Montevideo;84
1000005;Montevideo;83
1000006;Montevideo;82
1000007;Montevideo;84
1000008;Montevideo;83
1000009;Montevideo;81
1000010;Montevideo;83
1000011;Montevideo;83
1000012;Montevideo;81
1000013;Montevideo;83
1000014;Montevideo;84
1000015;Montevideo;83
1000016;Montevideo;81
1000017;Montevideo;82
1000018;Montevideo;82
1000019;Montevideo;83
1000020;Montevideo;84
1000021;Montevideo;84
1000022;Montevideo;83
1000023;Montevideo;81
1000024;Montevideo;83
1000025;Montevideo;83
1000026;Montevideo;84
1000027;Montevideo;83
1000028;Montevideo;82
1000029;Montevideo;82
1000030;Montevideo;83
1000031;Montevideo;82
1000032;Montevideo;81
1000033;Montevideo;81
1000034;Montevideo;81
1000035;Montevideo;83
1000036;Montevideo;82
1000037;Montevideo;83
1000038;Montevideo;83
1000039;Montevideo;83
1000040;Montevideo;82
1000041;Montevideo;82
1000042;Montevideo;84
1000043;Montevideo;81
1000044;Montevideo;82
1000045;Montevideo;82
1000046;Montevideo;84
1000047;Montevideo;82
1000048;Montevideo;83
1000049;Montevideo;82
1000050;Montevideo;81
1000051;Montevideo;82
1000052;Montevideo;81
1000053;Montevideo;82
1000054;Montevideo;82
1000055;Montevideo;81
1000056;Montevideo;81
1000057;Montevideo;84
1000058;Montevideo;84
1000059;Montevideo;81
1000060;Montevideo;82
1000061;Montevideo;83
1000062;Montevideo;84
1000063;Montevideo;83
1000064;Montevideo;83
1000065;Montevideo;84
1000066;Montevideo;84
1000067;Montevideo;82
1000068;Montevideo;83
1000069;Montevideo;82
1000070;Montevideo;82
1000071;Montevideo;83
1000072;Montevideo;82
1000073;Montevideo;84
1000074;Montevideo;81
1000075;Montevideo;83
1000076;Montevideo;84
1000077;Montevideo;84
1000078;Montevideo;81
1000079;Montevideo;82
1000080;Montevideo;84
1000081;Montevideo;83
1000082;Montevideo;81
1000083;Montevideo;82
1000084;Montevideo;83
1000085;Montevideo;84
1000086;Montevideo;81
1000087;Montevideo;83
1000088;Montevideo;84
1000089;Montevideo;84
1000090;Montevideo;81
1000091;Montevideo;83
1000092;Montevideo;82
1000093;Montevideo;81
1000094;Montevideo;82
1000095;Montevideo;82
1000096;Montevideo;81
1000097;Montevideo;83
1000098;Montevideo;81
1000099;Montevideo;81
1000100;Montevideo;84
1000101;Montevideo;82
1000102;Montevideo;81
1000103;Montevideo;84
1000104;Montevideo;82
1000105;Montevideo;82
1000106;Montevideo;84
1000107;Montevideo;84
1000108;Montevideo;84
1000109;Montevideo;82
1000110;Montevideo;82
1000111;Montevideo;82
1000112;Montevideo;82
1000113;Montevideo;81
1000114;Montevideo;81
1000115;Montevideo;83
1000116;Montevideo;83
1000117;Montevideo;84
1000118;Montevideo;84
1000119;Montevideo;82
1000120;Montevideo;83
1000121;Montevideo;81
1000122;Montevideo;83
1000123;Montevideo;84
1000124;Montevideo;81
1000125;Montevideo;81
1000126;Montevideo;82
1000127;Montevideo;84
1000128;Montevideo;83
1000129;Montevideo;82
1000130;Montevideo;83
1000131;Montevideo;83
1000132;Montevideo;83
1000133;Montevideo;82
1000134;Montevideo;81
1000135;Montevideo;83
1000136;Montevideo;83
1000137;Montevideo;84
1000138;Montevideo;83
1000139;Montevideo;81
1000140;Montevideo;81
1000141;Montevideo;81
1000142;Montevideo;81
1000143;Montevideo;83
1000144;Montevideo;83
1000145;Montevideo;84
1000146;Montevideo;82
1000147;Montevideo;81
1000148;Montevideo;82
1000149;Montevideo;81
1000150;Montevideo;82
1000151;Montevideo;84
1000152;Montevideo;84
1000153;Montevideo;84
1000154;Montevideo;83
1000155;Montevideo;83
1000156;Montevideo;83
1000157;Montevideo;83
1000158;Montevideo;82
1000159;Montevideo;84
1000160;Montevideo;82
1000161;Montevideo;83
1000162;Montevideo;83
1000163;Montevideo;84
1000164;Montevideo;83
1000165;Montevideo;81
1000166;Montevideo;82
1000167;Montevideo;82
1000168;Montevideo;84
1000169;Montevideo;82
1000170;Montevideo;81
1000171;Montevideo;82
1000172;Montevideo;83
1000173;Montevideo;84
1000174;Montevideo;84
1000175;Montevideo;83
1000176;Montevideo;84
1000177;Montevideo;84
1000178;Montevideo;83
1000179;Montevideo;81
1000180;Montevideo;81
1000181;Montevideo;83
1000182;Montevideo;82
1000183;Montevideo;82
1000184;Montevideo;81
1000185;Montevideo;84
1000186;Montevideo;82
1000187;Montevideo;83
1000188;Montevideo;81
1000189;Montevideo;81
1000190;Montevideo;84
1000191;Montevideo;83
1000192;Montevideo;81
1000193;Montevideo;81
1000194;Montevideo;81
1000195;Montevideo;84
1000196;Montevideo;83
1000197;Montevideo;82
1000198;Montevideo;83
1000199;Montevideo;81
1000200;Montevideo;84
1000201;Montevideo;83
1000202;Montevideo;83
1000203;Montevideo;84
1000204;Montevideo;83
1000205;Montevideo;82
1000206;Montevideo;82
1000207;Montevideo;81
1000208;Montevideo;83
1000209;Montevideo;81
1000210;Montevideo;83
1000211;Montevideo;82
1000212;Montevideo;82
1000213;Montevideo;82
1000214;Montevideo;84
1000215;Montevideo;84
1000216;Montevideo;82
1000217;Montevideo;81
1000218;Montevideo;84
1000219;Montevideo;83
1000220;Montevideo;83
1000221;Montevideo;82
1000222;Montevideo;84
1000223;Montevideo;81
1000224;Montevideo;84
1000225;Montevideo;82
1000226;Montevideo;81
1000227;Montevideo;82
1000228;Montevideo;84
1000229;Montevideo;82
1000230;Montevideo;81
1000231;Montevideo;82
1000232;Montevideo;81
1000233;Montevideo;84
1000234;Montevideo;82
1000235;Montevideo;81
1000236;Montevideo;84
1000237;Montevideo;82
1000238;Montevideo;83
1000239;Montevideo;84
1000240;Montevideo;82
1000241;Montevideo;82
1000242;Montevideo;84
1000243;Montevideo;84
1000244;Montevideo;81
1000245;Montevideo;81
1000246;Montevideo;83
1000247;Montevideo;83
1000248;Montevideo;81
1000249;Montevideo;84
1000250;Montevideo;83
1000251;Montevideo;84
1000252;Montevideo;82
1000253;Montevideo;82
1000254;Montevideo;81
1000255;Montevideo;82
1000256;Montevideo;83
1000257;Montevideo;81
1000258;Montevideo;83
1000259;Montevideo;81
1000260;Montevideo;84
1000261;Montevideo;81
1000262;Montevideo;81
1000263;Montevideo;81
1000264;Montevideo;83
1000265;Montevideo;82
1000266;Montevideo;82
