1000000;Montevideo;81
1000001;Montevideo;84
1000002;Montevideo;82
1000003;Montevideo;84
1000004;Montevideo;84
1000005;Montevideo;82
1000006;Montevideo;82
1000007;Montevideo;82
1000008;Montevideo;81
1000009;Montevideo;84
1000010;Montevideo;83
1000011;Montevideo;81
1000012;Montevideo;83
1000013;Montevideo;81
1000014;Montevideo;81
1000015;Montevideo;82
1000016;Montevideo;83
1000017;Montevideo;81
1000018;Montevideo;81
1000019;Montevideo;83
1000020;Montevideo;82
1000021;Montevideo;84
1000022;Montevideo;81
1000023;Montevideo;83
1000024;Montevideo;82
1000025;Montevideo;83
1000026;Montevideo;83
1000027;Montevideo;84
1000028;Montevideo;82
1000029;Montevideo;83
1000030;Montevideo;82
1000031;Montevideo;83
1000032;Montevideo;83
1000033;Montevideo;83
1000034;Montevideo;81
1000035;Montevideo;82
1000036;Montevideo;82
1000037;Montevideo;84
1000038;Montevideo;81
1000039;Montevideo;84
1000040;Montevideo;82
1000041;Montevideo;82
1000042;Montevideo;83
1000043;Montevideo;81
1000044;Montevideo;84
1000045;Montevideo;82
1000046;Montevideo;82
1000047;Montevideo;81
1000048;Montevideo;84
1000049;Montevideo;82
1000050;Montevideo;84
1000051;Montevideo;83
1000052;Montevideo;82
1000053;Montevideo;84
1000054;Montevideo;81
1000055;Montevideo;81
1000056;Montevideo;82
1000057;Montevideo;82
1000058;Montevideo;81
1000059;Montevideo;84
1000060;Montevideo;81
1000061;Montevideo;81
1000062;Montevideo;81
1000063;Montevideo;82
1000064;Montevideo;81
1000065;Montevideo;82
1000066;Montevideo;84
1000067;Montevideo;81
1000068;Montevideo;84
1000069;Montevideo;83
1000070;Montevideo;81
1000071;Montevideo;82
1000072;Montevideo;83
1000073;Montevideo;81
1000074;Montevideo;81
1000075;Montevideo;82
1000076;Montevideo;83
1000077;Montevideo;81
1000078;Montevideo;83
1000079;Montevideo;83
1000080;Montevideo;83
1000081;Montevideo;82
1000082;Montevideo;84
1000083;Montevideo;83
1000084;Montevideo;82
1000085;Montevideo;81
1000086;Montevideo;84
1000087;Montevideo;81
1000088;Montevideo;84
1000089;Montevideo;83
1000090;Montevideo;83
1000091;Montevideo;83
1000092;Montevideo;81
1000093;Montevideo;83
1000094;Montevideo;83
